Date,Open,High,Low,Close,Volume,SMA5,SMA10,Ret1,Ret5,Target
2023-05-15,0.8921741242183232,0.8809459661727286,0.8942657257202211,0.8973960239053542,0.015180330677632144,0.9042913225937457,0.9103484639362311,0.4757275158413359,0.4030158533353906,0
2023-05-12,0.896575799890717,0.8831911390510402,0.8912412550025968,0.8959019392608856,0.0211428081898398,0.9035375413810504,0.9095885737326117,0.47092542889113465,0.4030158533353906,1
2023-05-11,0.8952097626130776,0.8845981140547822,0.8902025478874531,0.8993779729235273,0.04154887346868842,0.9044554110209991,0.910513882211849,0.48691743629114287,0.4030158533353906,1
2023-05-10,0.890717017788841,0.89022601406975,0.8945101273943727,0.9060861080619588,0.03880750449755847,0.9066065077470248,0.9126824124187769,0.49724271499542544,0.4030158533353906,0
2023-05-09,0.8888349219840932,0.8813650651100136,0.8903552989337977,0.8898951091596536,0.02383277649276107,0.904629754974956,0.910689639129693,0.42416345746784784,0.4030158533353906,1
2023-05-08,0.8953008317649201,0.8818440353240532,0.8896831943298811,0.8949262105134772,0.02379850938062195,0.9041313363771737,0.9102140615872918,0.4920273816630168,0.3960458222075739,1
2023-05-05,0.8819136664440532,0.8871426433168688,0.8841230562429352,0.9010245151847786,0.03558639595648076,0.9051650934688703,0.9107605326763865,0.49537930857413043,0.41749514074524174,0
2023-05-04,0.8834921984093255,0.874539739559946,0.8814651880365381,0.8850469569459691,0.025306262314743425,0.9022730349385283,0.9091388427957756,0.4245713025251288,0.3626572334182586,0
2023-05-03,0.8846457409993321,0.8770842688220326,0.8835731524760944,0.8819673130869617,0.025237728090465174,0.8974057619651231,0.9075294608225769,0.46569807822428483,0.3355716214149858,1
2023-05-02,0.8881063687693521,0.8787906002095495,0.8830232487092537,0.8850469569459691,0.03250235586395957,0.8964273847176243,0.906555216103469,0.48579023115875863,0.389224306811184,1
2023-05-01,0.8857082144374963,0.8770543331836552,0.8868114746586013,0.8855043297963167,0.023678574488135016,0.894526010066825,0.9053455949630134,0.47721703627951173,0.37635669597989935,1
2023-04-28,0.8767227247890231,0.8780422092501122,0.8811902361531176,0.8906878887669227,0.04975584682600874,0.8924400359353658,0.9048152226168138,0.49260046044445926,0.37395672652148215,0
2023-04-27,0.8523161920951977,0.8668762161353091,0.8565667674823572,0.8832784485912916,0.06644393043776235,0.8920831436060894,0.903177581688197,0.4517425718858028,0.3979587833896172,0
2023-04-26,0.8545322081233683,0.8500224517287831,0.8488681147465862,0.8544334674960361,0.09774693737685257,0.8865266992382194,0.8979234837088845,0.38160968898177045,0.32402126827710276,0
2023-04-25,0.8023495841175399,0.7962281095644366,0.7958329514557174,0.7936028783998049,0.056198063908164134,0.8680729044882287,0.8881286540638618,0.2708874165621407,0.14153046079447434,1
2023-04-24,0.8101815311760062,0.806256548420895,0.8060672715608104,0.8129649957311866,0.032690824980724745,0.8534341656718805,0.8797915729727215,0.545649977901651,0.1956906210452398,1
2023-04-21,0.8190455952886891,0.8102080526867235,0.8193260623835275,0.8251311135504329,0.024415317399126186,0.8402045362245714,0.8720717088224804,0.5186729111098852,0.21668419307137599,1
2023-04-20,0.8197741485034302,0.8184702888789103,0.825497204655852,0.8261983168679108,0.027088152145977897,0.8286855286313796,0.8660856349735587,0.47944205608392104,0.23948400016209495,1
2023-04-19,0.8220205209155486,0.8185301601556654,0.8238474933553295,0.8333333333333333,0.01653388160712756,0.8244274339441524,0.8611385946683622,0.5005314905977688,0.3406288778738793,0
2023-04-18,0.8389593831582781,0.8266427181559647,0.8313933950447561,0.8330894011464813,0.021708215540135353,0.832395978192648,0.8558534807623714,0.4748863959485329,0.5282228258287727,1
2023-04-17,0.833980936190881,0.8261637479419249,0.8287966272568967,0.8344005366508112,0.02811616551015163,0.836721759356117,0.8506552114510803,0.48024978949254843,0.46945358450604374,0
2023-04-14,0.8250865156942505,0.8168238287681485,0.8212507255674701,0.8262897914379802,0.023233102030326396,0.8369555853649532,0.8441046477366126,0.4477941732170993,0.4065569385613134,1
2023-04-13,0.8147349887681379,0.8210746894177517,0.8196621146854857,0.8375716550798877,0.028595905080099373,0.8392507722411607,0.839455360327528,0.5149433639573194,0.4377318800918989,0
2023-04-12,0.8183777548418433,0.8124232899266577,0.8159655393639447,0.8182095377485059,0.03421571147091579,0.8361987274942467,0.8357706682381403,0.4092838072412395,0.3572264111240048,0
2023-04-11,0.8212919677008075,0.8093399191737765,0.8149879326673388,0.8161970972069764,0.03387304034952454,0.8327897904180562,0.838068948405006,0.4686668663549255,0.35185781214520834,1
2023-04-10,0.8317952765466577,0.8201766202664272,0.8243668469129013,0.8361995365288449,0.02672834746851709,0.8331528360633547,0.8404323620178962,0.5460698582819706,0.408455980388844,1
2023-04-06,0.8135814461781312,0.8276006585840442,0.8161793908288271,0.8429381631906331,0.038276364259402035,0.8365125466113688,0.8422436921359118,0.4988879776361795,0.4538280873845324,0
2023-04-05,0.821595531540283,0.8128423888639424,0.8188983594537622,0.8208013172338089,0.02496359119335218,0.8331282227992667,0.8416947102337049,0.4002204556495432,0.3524847724134439,1
2023-04-04,0.825784712525044,0.8227211495285136,0.8272996670027191,0.829460909867057,0.031440075387646704,0.835398796411386,0.8413008079648898,0.50601888066622,0.4376769933110821,1
2023-04-03,0.8236294092647684,0.8161951803622212,0.8220450310084624,0.8296133674838395,0.02982952111710786,0.8381062554610679,0.8409472264007568,0.4762555405842651,0.44444265669972177,1
2023-03-31,0.8151599781434036,0.81918874419997,0.8191427611279138,0.8328759604829857,0.04329649618778378,0.8374355440146696,0.840792146767365,0.48702527832238807,0.3929859395927443,0
2023-03-30,0.8166777973407808,0.804789702140398,0.814499129319036,0.8199170630564703,0.030086524458151288,0.8327897904180563,0.8401439138997875,0.431019772579712,0.3340691267280526,0
2023-03-29,0.800679983000425,0.794851070199072,0.8051202150734733,0.8091230637882668,0.03025786001884691,0.8304330703816288,0.8372501279406973,0.437931421091294,0.3671472030424525,0
2023-03-28,0.7910570092890535,0.7798832510103277,0.7856902819784315,0.7930235394560313,0.024689454296239182,0.8230798577353337,0.8346882123970658,0.4186422490657512,0.2922086652504496,1
2023-03-27,0.8053548661283468,0.7958090106271516,0.7962912045947514,0.7965300646420295,0.033119163882463803,0.8164035098514589,0.8326876851263123,0.488399380647177,0.302426003475174,1
2023-03-24,0.7954586849614474,0.7933243526418201,0.795557999572297,0.8093060129284059,0.03558639595648076,0.8116469965664499,0.829952080393282,0.5217050706843671,0.3316173560239765,0
2023-03-23,0.7975836318377755,0.7946115850920521,0.7953135978981456,0.8004329796316625,0.049601644821382684,0.8077150276283889,0.82562846021432,0.44427247760399224,0.34311123790000014,0
2023-03-22,0.7838018335255904,0.7945517138152972,0.7860874346989277,0.7840590315892183,0.04677460806990491,0.8026570018583016,0.8218910410495789,0.4170732737991498,0.32498296374525615,1
2023-03-21,0.788294578349827,0.7764705882352941,0.7779610790333913,0.7886022685693377,0.0455067249207573,0.8017647710351107,0.8177349068746802,0.49232311884217245,0.3889868618361121,0
2023-03-20,0.7946694189788113,0.7838946265529113,0.7789692359392664,0.7838760824490792,0.060567120705902505,0.7992111448859792,0.8130825178729277,0.4585575891998462,0.36303098187920674,1
2023-03-17,0.7985550361240968,0.8014069750037419,0.7987352213362662,0.8058299792657642,0.10639938319198149,0.7985096668594704,0.8103314051765582,0.5559387084987113,0.3921960880629841,0
2023-03-16,0.7589095986886042,0.7811405478221823,0.7588977484495769,0.7959812172216123,0.0791741625974471,0.7976112827202579,0.8078966549323077,0.44067106445613047,0.3890137345885588,0
2023-03-15,0.7430635662679862,0.750965424337674,0.7464638132771209,0.763172338090011,0.06569005397070161,0.793396261245185,0.8032225547818804,0.3575793299284598,0.33602537180549974,0
2023-03-14,0.7332584542529293,0.7347702439754528,0.7362294931720283,0.7489937797292353,0.04439304377623576,0.7854031037326016,0.7987438549695269,0.4225993228496183,0.27666980830754695,0
2023-03-13,0.7048752352619756,0.7253105822481665,0.7052821311825985,0.728046103183315,0.04439304377623576,0.7741363820963119,0.7917776778375696,0.39583533740019106,0.22391131891244187,0
2023-03-10,0.7160463845546718,0.7099835353988924,0.7109950203158892,0.7117941212342969,0.035809132185385076,0.7551595554844506,0.7818587844858335,0.4120672042121072,0.109118578839699,1
2023-03-09,0.7304353105458078,0.730249962580452,0.7231540036049247,0.7231674594462739,0.03263942431251607,0.7404654368239043,0.7739993486655398,0.5212329893813501,0.17278428698249848,1
2023-03-08,0.7250318742031449,0.7152222721149528,0.7208016374912167,0.7273752896694718,0.016979354064936177,0.7332414438140713,0.7682334878960345,0.49231444046330053,0.2852400844408923,1
2023-03-07,0.73189241697529,0.7246519982038617,0.7286835914826015,0.7287474082205148,0.024055512721665385,0.7291556419754606,0.7621450614890747,0.48110687457633733,0.33521559244771765,1
2023-03-06,0.7322566935826604,0.7319263583295914,0.7365960956832553,0.7370411025734845,0.028578771524029812,0.730970870201952,0.7573810151512801,0.508185179129507,0.43395293377484906,0
2023-03-03,0.7194159431728493,0.7184553210597217,0.722573549628815,0.7322234418831565,0.037436820011993485,0.7350935919366947,0.7498937704511266,0.45707307817515497,0.47478625360205395,0
2023-03-02,0.7022949426264343,0.7058224816644215,0.7049155286713715,0.7194779851201366,0.029675319112481797,0.7343490406980322,0.7421118744475288,0.42607046316249236,0.39024594104634625,0
2023-03-01,0.7150749802683504,0.7044155066606795,0.7054654324382121,0.7047200878155873,0.03272509209286388,0.729777126893683,0.7361661213032893,0.41727276493024357,0.3250287900799219,1
2023-02-28,0.7099447513812155,0.7060919024098189,0.7144471939632786,0.7143249176728869,0.025803135440760728,0.726866608415275,0.7326396104399611,0.5145190989715944,0.35345654385201963,1
2023-02-27,0.7202355655394329,0.7100733423140249,0.7164635077750283,0.7165812904012684,0.023575773151717636,0.7227377333645101,0.731473411596855,0.48472536908478675,0.33345524772481416,0
2023-02-24,0.712646469552547,0.7046250561293219,0.7125225307793359,0.7137150872057568,0.030086524458151288,0.7190026705391536,0.7316688119349285,0.4643316206595353,0.33970048937418335,1
2023-02-23,0.7296460445631716,0.7221074689417751,0.7197934805853421,0.7306378826686182,0.03733401867557612,0.7212547842032071,0.7324287021385482,0.5432655712536673,0.44182832471849787,0
2023-02-22,0.7251836561228826,0.7146235593474031,0.7193657776555769,0.7206976460543969,0.025803135440760728,0.7244791217987373,0.7317494533442923,0.436920721093239,0.45967551756994846,1
2023-02-21,0.7263675550968368,0.7180661577608143,0.7231845538141937,0.7242346627637516,0.03592906707787201,0.7264789495058886,0.7312904176294527,0.4897150510472788,0.4377140022094004,1
